"Isolate_Id","Subtype","Submitting_Lab","Originating_Lab"
"EPI_ISL_269438","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_288973","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_269389","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_354775","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_356645","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_378212","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_18778028","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_17811513","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_12746345","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_65134","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_79466","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_118647","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_128677","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_128678","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_151510","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_15146099","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_15146100","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_198039","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_198053","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_202670","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_249212","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_234141","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_249222","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_249214","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_249223","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_247018","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_299667","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_312607","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_299665","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_299671","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_299677","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_321593","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_389280","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_410142","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_410163","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_514694","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_1041017","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_710482","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_944642","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_15833427","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_15833428","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_16864405","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_15833425","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_16864404","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_118577","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_192726","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_202669","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_198051","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_197380","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_198050","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_198052","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_249215","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_299663","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_410160","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_410164","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_514691","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_514690","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_710455","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_514699","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_15833426","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_15610646","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_198040","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_299669","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_545579","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_710465","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_15610644","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_99729","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital"
"EPI_ISL_234183","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital"
"EPI_ISL_243947","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital"
"EPI_ISL_339275","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital"
"EPI_ISL_406605","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital"
"EPI_ISL_18013033","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital"
"EPI_ISL_18165358","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital"
"EPI_ISL_356981","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital"
"EPI_ISL_339232","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital"
"EPI_ISL_346303","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital"
"EPI_ISL_128699","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital"
"EPI_ISL_269367","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital"
"EPI_ISL_14467656","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital"
"EPI_ISL_78694","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital, Virology Unit, Clinical Microbiology"
"EPI_ISL_95230","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","John Hunter Hospital, Virology Unit, Clinical Microbiology"
"EPI_ISL_356957","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_356956","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_356961","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_20762","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_28103","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_65135","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_60154","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_128748","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_121702","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_165923","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_15146396","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_166137","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_202682","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_202683","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_202678","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_202681","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_320428","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_312200","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_312202","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_342172","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_312201","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_346306","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_389286","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_346307","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_18604372","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_18485118","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_18485119","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_18485099","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_18604371","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_313814","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_346305","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_332328","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_330301","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_339060","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_391029","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_376947","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_376950","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_376946","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_391027","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_660119","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_660120","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_3101003","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_3101002","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_3101005","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_2932604","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_3100996","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_3101063","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_3100991","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_3101001","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_2932605","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_13175660","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_14161772","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_13175661","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_13175634","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_14161782","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_14161780","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_18013058","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_330300","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_2932602","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_13398704","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_14161786","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_376949","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_14161739","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_14161742","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Laboratório Nacional da Saúde"
"EPI_ISL_12723019","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_65138","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_79444","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_79464","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_79445","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_118582","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_128673","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_219328","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_148747","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_161894","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_166031","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_168921","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_192767","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_171815","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_168920","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_192762","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_192761","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_249211","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_249219","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_249221","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_234133","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_249210","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_239829","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_249209","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_246672","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_282383","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_299656","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_299647","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_312602","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_299658","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_299652","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_269295","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_339249","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_339068","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_339251","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_339252","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_339250","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_299655","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_15610674","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_339239","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_389556","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_339240","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_392634","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_405963","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_389555","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_405964","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_419269","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_583903","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_583904","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_718131","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_9847616","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_9847608","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_9847626","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_16899219","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_16899223","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_16899218","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_9847620","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_16899230","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_18242218","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_18242221","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_18242215","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_192764","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_15146433","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_261874","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_249218","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_249220","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_299660","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_312605","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_299653","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_299659","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_339067","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_322783","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_389561","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_390587","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_419267","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_18242209","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_192766","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_322785","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_9847612","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_16899228","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_18242219","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_14284891","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Melbourne Pathology"
"EPI_ISL_128670","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Melbourne Pathology"
"EPI_ISL_128649","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Melbourne Pathology"
"EPI_ISL_510018","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, NIHRD"
"EPI_ISL_614338","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, NIHRD"
"EPI_ISL_583902","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, NIHRD"
"EPI_ISL_614340","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, NIHRD"
"EPI_ISL_614343","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, NIHRD"
"EPI_ISL_718129","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, NIHRD"
"EPI_ISL_614342","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, NIHRD"
"EPI_ISL_614339","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, NIHRD"
"EPI_ISL_614341","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, NIHRD"
"EPI_ISL_644652","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, NIHRD"
"EPI_ISL_141554","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, Singapore"
"EPI_ISL_219299","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, Singapore"
"EPI_ISL_219296","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, Singapore"
"EPI_ISL_15146272","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, Singapore"
"EPI_ISL_13046484","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, Singapore"
